Review-Body,label
screen problem occure in just,0
camera qwality kharab hai,0
i liked this product,0
camera,0
ok,0
please don,0
my favorite phone oppo a,0
good,0
not too much better at this price,0
good phone,0
this phone is seriously a budget under this price by one plus brand,0
problems,0
i like the look and screen size,0
battery is empressive,0
just ok,0
accilent,0
phone is smooth,0
battery life is very low,0
didn,0
there has been many issues about this product reported by others but i am completely satisfied,0
performance of phone is really nice,0
bindas,0
camera quality not interested bilkul,0
dont ever buy this phone its very bad,0
third class quality mobile,0
i,0
good service by amazon,0
no voice call record option in phone,0
its lost the brand value,0
phone hang hota h bt kam bt uska camara la jo aap h wo bahut hang krta h agar aap camera ke aap ko open krke,0
good,0
the media could not be loaded,0
decent product for price range below,0
poor quality backlight,0
it is amazing phone,0
good phone under budget,0
this is the best phone ever for me,0
good for students,0
overall experience was not up to the mark as a one plus user,0
beautiful,0
the media could not be loaded,0
front camera quality is very poor,0
good work all time and good work amazon delivery,0
this phone has very low processor but camera is almost good,0
phone is good overall but camera is not upto my expectations,0
all specs are very good,0
good,0
veery nive,0
good product but speaker volume is low,0
battery life,0
it,0
phone unlocking time is too delay,0
lighter in weight,0
worst,0
it is useless product every time hanging,0
decent build quality,0
good budget,0
best phone at this range,0
such a bad phone,0
if two speaker or sound quality is to be improve otherwise this mobile is very good in all respect,0
had a very bad experience with it,0
gr,0
very good,0
i am using moto mobile camera was to good convart to oppoa,0
battery drains only a little fast during internet activities,0
supar,0
battery life is not good,0
phone working well it depends on ur use,0
oppo mobile hanging problem,0
low clarity,0
it is not working properly,0
gaming mobile no hang,0
after,0
it,0
value for money smooth and the look of phone is great,0
battery life is very low in turms of calling and media serching,0
very niche product full charge within,0
very poor camera quality,0
this is good phone to buy,0
front camera is not working,0
good,0
the media could not be loaded,0
dislike,0
not as i expected,0
very excellent mobile,0
very nice phone love it amazon fast delivery,0
good phone one plus that price,0
backe camera like,0
phone got in not reachable when connected to other phone hotspot through wifi,0
yes good overall,0
good,0
one plus phones are very sturdy,0
being an android enthusiast,0
nice and very easy to used,0
nice,0
display and battery camera also good,0
worst camera quality,0
days i used this phone is blinking screen and flickering,0
sab badhia hai bas camera thoda better ho sakta tha,0
value for money,0
best phone in this price point,0
sir this mobile camera not good please replace it,0
i am not use all functions of this mobile,0
pros,0
value for money,0
good,0
its smooth and goodcharging is super quick and good backupdisplay is goodpremium lookand camera is nice in the day light,0
low sound and mike problem,0
camera is very worst,0
problem with charging,0
over all good,0
ultimate,0
very nic speed delivered tnq amazon,0
the power button doesn,0
she did not respond,0
nice,0
worst phone,0
the media could not be loaded,0
battery thodi kam amej ki hai bus aor sab theek hai,0
if back camera comes with sony sensor it will be nice,0
camera quality is very good,0
for those who have used phones with,0
touchscreen little bit not functioning properly overall rest part of the mobile has been working satisfactory,0
like this,0
if i try to unlock the phone with help of face recognition,0
amount refund please,0
lelo bhai accha hai,0
hi,0
don,0
nice,0
android version good in so good in,0
all good,0
cameras gave best result,0
thanks,0
best phone in the segment,0
dont buy not worthy,0
fingerprint reader works well,0
quality design only thing is missing is slider button,0
money worth,0
guud,0
please improve your camera and touch,0
phone is getting hang,0
sound is too low,0
bahot hee accha hai,0
battery backup is super,0
light weight nice camerain this range great dealthanks amazon for quick delivery and nice phone,0
volume down and camra rong with you,0
very good condition and price,0
product is good but not for gamer,0
hello guys,0
very fast delivery,0
good one,0
nice phone,0
finger prints is same other mobiles company,0
good for sr,0
value for money,0
good,0
camara perfomance is not so good and speaker performance is not so good,0
good,0
super,0
this phone quality is equal to,0
nice product,0
good mobile with good battery backup,0
screen,0
ok,0
nice,0
sim tray ejector pin is missing,0
as of now okay it,0
good,0
very bad experience ever since i have brought the product i had to run to the service centre,0
